Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
3/6/2017,0,32.6,44.9,57.1,40.9,0.92,6.99
3/7/2017,0.31,41.7,52.4,63.1,51.6,0.43,4.86
3/8/2017,0,36.1,43,49.9,27.6,1.7,7.39
3/9/2017,0,26.8,37.8,48.7,19.1,1.01,8.47
3/10/2017,0,23.3,32.1,41,19.6,0.91,4.49
3/11/2017,0,16.9,23.5,30.1,-0.1,1.9,4.08
3/12/2017,0,15.5,22.1,28.7,-0.7,1.17,4.09
3/13/2017,0.11,17.2,25,32.9,11.9,0.28,4.79
3/14/2017,0.04,17.1,23.9,30.7,21.3,0.27,1.62
3/15/2017,0,13.3,19.1,24.9,9.3,0.61,2.07
3/16/2017,0,13.4,22.6,31.8,10.2,0.56,3.68
3/17/2017,0.01,16.2,29.2,42.2,22,0.43,5.41
3/18/2017,0,34,44.9,55.7,35.3,0.14,7.49
3/19/2017,0,26.1,34.1,42.2,28.8,0.32,3.45
3/20/2017,0.19,27.9,40,52.2,34.4,0.34,6.66
3/21/2017,0,33.3,45.8,58.3,38.7,0.44,7.35
3/22/2017,0,23.4,37.4,51.4,23,0.4,9
3/23/2017,0,23.5,32,40.4,19.1,1,5.07
3/24/2017,0,31.4,39,46.6,29.9,1.6,5.82
3/25/2017,0.11,39.2,59.2,79.3,42.9,0.34,23.88
3/26/2017,0.48,39.6,44.3,49,44.3,0,0.59
3/27/2017,0.07,45.5,51.2,56.9,50.2,0,2.02
3/28/2017,0,40.3,45.6,51,43.8,0.17,1.88
3/29/2017,0,35.4,43.5,51.7,38,0.06,4.41
3/30/2017,0.96,35.7,41.9,48,38.2,0.09,4.28
3/31/2017,1.01,35.8,39.9,44.1,39.7,0.14,0.73
4/1/2017,0,31.7,36.1,40.5,34.3,0.17,1.37
4/2/2017,0,33.2,45,56.9,31.4,0.48,10.44
4/3/2017,0.04,43,49.4,55.9,41.9,1.06,6.43
4/4/2017,0.31,44.5,49.7,54.9,45.6,0.21,4.02
4/5/2017,0.21,41.9,47.5,53.2,42.8,0.22,4.18
4/6/2017,0.68,37,39.6,42.2,37.5,0.31,1.82
4/7/2017,0,32.7,42.3,51.8,30.3,0.99,6.95
4/8/2017,0,32.9,44.1,55.3,25.9,1.06,10.85
4/9/2017,0,38.1,52.8,67.6,41.3,1.57,13.54
4/10/2017,0.04,54.2,64.2,74.2,54.2,2.48,12.73
4/11/2017,0.08,42.1,56.7,71.3,51.3,0.13,10.35
4/12/2017,0,34.2,42.9,51.5,37.3,0.27,4.72
4/13/2017,0.16,37,50,63,35,0.56,12.03
4/14/2017,0.06,43.2,52.6,62,44.9,0.62,6.8
4/15/2017,0.31,46.1,58.6,71.1,54.1,0.57,10.68
4/16/2017,0.8,57.7,68.5,79.3,56.8,0.35,19.26
4/17/2017,0,42.3,56.1,70,44.5,0.67,15.88
4/18/2017,0,41,56.2,71.5,38.5,0.74,18.88
4/19/2017,0,44.6,59.5,74.4,50,1.26,18.54
4/20/2017,0.06,46.5,56.2,66,51.2,0.74,4.31
4/21/2017,0,40,53.5,67.1,45.5,1.42,6.34
4/22/2017,0,37.3,45.4,53.6,34.7,1.18,6.68
4/23/2017,0,35.3,48.2,61.2,29,1.45,13.57
4/24/2017,0,38.6,54.8,70.9,33.3,0.92,19.69
4/25/2017,0,43.5,58.4,73.4,35.8,1.51,22.16
4/26/2017,0,53.4,65.4,77.5,51.1,2.48,20.64
4/27/2017,0.71,43.2,56.8,70.4,54.4,0.12,8.25
4/28/2017,0.04,37.3,40.7,44.1,37.5,0.25,2.35
4/29/2017,0.02,38.9,48.1,57.2,44.1,0.6,4.57
4/30/2017,1.76,37.4,41.4,45.4,39,0.1,3.55
5/1/2017,0.71,40.6,45.4,50.1,45,0.06,1.79
5/2/2017,0.19,38.8,46.5,54.1,42,0.43,4.25
5/3/2017,0,34.2,41.6,49,36.8,0.25,4
5/4/2017,0,38.3,47.5,56.6,35.6,0.6,9.46
5/5/2017,0,40.1,49.1,58.2,38.1,0.81,8.7
5/6/2017,0.22,41.1,51.7,62.4,40.2,0.08,12.01
5/7/2017,0,34.6,47.5,60.5,35,1.12,10.18
5/8/2017,0,35.2,47.9,60.5,30.4,1.3,12.61
5/9/2017,0.61,38.2,50.2,62.1,33.1,0.45,11.98
5/10/2017,0.01,41.3,50.6,60,45.4,0.86,5.08
5/11/2017,1.03,49.6,57.7,65.8,53.2,0.22,7.01
5/12/2017,0,45.1,55.4,65.6,47.8,0.4,9.77
5/13/2017,0,47.1,58.6,70,46.7,1.04,13.41
5/14/2017,0,51.6,65.8,80,50.4,1.57,22
5/15/2017,0,48.6,64,79.4,44.4,3.55,21.9
5/16/2017,0,54.8,69.1,83.5,57.7,2.04,21.9
5/17/2017,0,65.6,75.6,85.6,59.9,3.03,25.85
5/18/2017,0.2,61.7,71.9,82,61.7,1.09,19.69
5/19/2017,0,42.5,58.3,74,51.3,1.68,11.85
5/20/2017,0.15,41,44.3,47.6,42.1,0.35,2.15
5/21/2017,0.52,46.8,55.3,63.9,55.3,0.09,2.84
5/22/2017,0,45.3,52.3,59.4,44.5,0.99,6.13
5/23/2017,0,49,59.8,70.6,51.7,0.21,13.11
5/24/2017,0.33,52.2,56.6,61,54.1,0.14,3.21
5/25/2017,0,52.5,56.3,60.2,52.6,0.46,3.63
5/26/2017,0,52,60,68,53.4,0.29,8.62
5/27/2017,0.53,51.3,60.6,69.8,56.1,0.12,8.43
5/28/2017,0,54.7,65.9,77.2,59,0.28,13.52
5/29/2017,0,55.5,65.2,74.9,54.2,1.27,16.17
5/30/2017,0,51.3,62.4,73.4,47,1.89,17.4
5/31/2017,0,49.2,61,72.8,44.7,1.94,18.22
6/1/2017,0,49.3,60.3,71.3,43,2.63,16.46
6/2/2017,0,52.2,65.3,78.3,43.3,3.24,24.38
6/3/2017,0,57,70.6,84.3,46.6,4.15,30.09
6/4/2017,0,65.4,75.6,85.8,60.7,3.12,23.84
6/5/2017,0,58.2,73.5,88.9,55.6,3.11,33.02
6/6/2017,0,51.8,64.2,76.5,49.8,3.19,16.53
6/7/2017,0,52.1,64.1,76.2,45.5,2.1,20.72
6/8/2017,0,51.2,63.5,75.9,43.7,3.02,21.68
6/9/2017,0.06,60.5,70.8,81,48.1,4.27,25.63
6/10/2017,0,64.5,75.6,86.6,57.3,4.55,27.43
6/11/2017,0,68.9,78.2,87.6,55.5,7.41,30.47
6/12/2017,0,69.7,80.6,91.4,62.2,6.29,31.85
6/13/2017,0,69.8,80.7,91.7,65.1,4.26,28.53
6/14/2017,0.31,69,80.2,91.3,67.3,3.44,26.56
6/15/2017,0.28,66.8,78.9,91.1,67.6,0.75,24.48
6/16/2017,0.79,63.7,76.5,89.2,61.7,0.84,32.34
6/17/2017,0.28,64.2,73.9,83.7,66.4,0.65,16.99
6/18/2017,0.12,67.3,75.4,83.5,69,0.46,13.28
6/19/2017,0,59.4,67.2,75,58.2,1.52,12.52
6/20/2017,0.19,55.8,66.3,76.9,55.6,0.93,17.1
6/21/2017,0.2,54,66,78,56.1,0.31,18.35
6/22/2017,0,60.9,69.2,77.4,61.2,2.07,15.41
6/23/2017,0.59,66.1,75.9,85.7,69.8,0.53,16.81
6/24/2017,0,57.7,68.5,79.2,56.6,1.27,19.91
6/25/2017,0.01,51.4,61.4,71.4,49.1,0.9,16.04
6/26/2017,0,51,60,69.1,49,1.09,12.48
6/27/2017,0,49,59.8,70.6,45.4,1.63,15.52
6/28/2017,0,54.8,64.7,74.5,47.3,2.89,18.65
6/29/2017,0.48,60,67.8,75.6,62.3,0.6,8.48
6/30/2017,0.12,62.3,71,79.6,65.2,0.12,11.96
7/1/2017,0,62.5,70.5,78.6,66.3,0.36,9.42
7/2/2017,0,57.1,67.9,78.7,57.7,1.03,17.95
7/3/2017,0,62.8,74.7,86.6,62.9,0.34,24.22
7/4/2017,0.03,61.8,71.3,80.9,62.2,1.78,13.75
7/5/2017,0,64.1,73.4,82.8,66.8,0.4,13.63
7/6/2017,0.4,64.8,74.3,83.8,67.1,0.15,14.13
7/7/2017,0,68.1,78.2,88.4,69.9,1.1,21.47
7/8/2017,0,58.8,71.3,83.8,63.1,0.55,19.55
7/9/2017,0,58,67.4,76.9,54.8,2.14,17.84
7/10/2017,0.78,63.8,73.7,83.7,65,0.34,19.12
7/11/2017,0.36,65.3,73.6,82,70.6,0,8.69
7/12/2017,0,70.1,75.5,80.8,72.5,0.27,8.21
7/13/2017,0.5,68.6,75,81.5,72.3,0.17,8.6
7/14/2017,0,59.4,70.4,81.4,65.6,0.04,14.17
7/15/2017,0,56.2,61.6,66.9,58.5,0.33,5.54
7/16/2017,0.06,58.8,69.1,79.3,64.3,0,13.52
7/17/2017,0,54.7,65.2,75.8,60.5,0.51,10.9
7/18/2017,0,55.8,66.8,77.9,58.2,0.23,17.02
7/19/2017,0,61.1,73.2,85.3,67.1,0.22,17.35
7/20/2017,1.69,66.3,77.4,88.5,71.3,0,17.54
7/21/2017,0.41,67.4,75.9,84.4,73.6,0,8.92
7/22/2017,1.37,68.2,76.2,84.3,72.1,0.02,10.08
7/23/2017,0.15,68.9,76.2,83.6,72.3,0,11.7
7/24/2017,0.09,63.4,74.4,85.4,68,0.13,17.49
7/25/2017,0,58.2,66.4,74.7,60,0.31,11.45
7/26/2017,0,61.3,69.9,78.5,61.7,0.86,14
7/27/2017,0.87,62.6,71.6,80.6,71.3,0,7.17
7/28/2017,0,61.1,70.9,80.8,64,0.69,14.81
7/29/2017,0,59.9,68.9,77.9,60.1,1.31,14.64
7/30/2017,0,57.6,67.3,77.1,55.7,0.93,17.42
7/31/2017,0,59.5,70.7,81.9,59.2,0.82,21.2
8/1/2017,0,62.9,72,81.1,61.4,1.28,18.85
8/2/2017,0,61.8,72.1,82.5,64.4,0.34,17.11
8/3/2017,0,64.4,73.8,83.3,66.2,0.07,17.06
8/4/2017,0.05,53.1,67.7,82.2,62.3,0.67,13.56
8/5/2017,0,52.8,62,71.2,53.4,0.34,12.41
8/6/2017,0,57.4,67.5,77.6,58.4,0.48,16.67
8/7/2017,0,56.5,66.2,75.8,59.3,0,13.68
8/8/2017,0,52.9,64.5,76.2,55.5,0.68,14.09
8/9/2017,0,55.4,67.5,79.7,56.7,0.92,18.64
8/10/2017,0,57.7,68.5,79.2,58.5,0.91,16.99
8/11/2017,0,61.5,71.9,82.3,63.5,0.47,16.01
8/12/2017,0,53.4,62.8,72.3,58.7,0.25,8.94
8/13/2017,0,52.3,63.6,75,55.6,0.51,13.86
8/14/2017,0,55.4,64.9,74.3,57,0.52,13.98
8/15/2017,0,59.7,69.4,79.2,64.1,0.13,13.5
8/16/2017,0,62.1,71.9,81.7,64.6,0.2,14.8
8/17/2017,1.33,65.5,75.6,85.7,70.6,0.55,16.71
8/18/2017,0,62.9,71.4,79.8,66.1,0.41,12.37
8/19/2017,0,57.1,67.7,78.3,61.9,0.01,13.67
8/20/2017,0,58.5,69.8,81.1,60.4,0.37,18.92
8/21/2017,0.32,64.3,73,81.7,68.8,0.17,12.15
8/22/2017,0.08,67.4,74.2,81,70.3,0.01,10.64
8/23/2017,0,52.6,65.4,78.3,57.1,0.74,16.5
8/24/2017,0,53,63.9,74.8,53.9,0.48,15.02
8/25/2017,0,46.9,59.9,72.9,52.3,0.51,13.49
8/26/2017,0,49.8,61,72.2,52.2,0.62,13.07
8/27/2017,0,57.3,65.7,74.1,56.1,1.88,13.71
8/28/2017,0.16,57.8,65,72.3,61.3,0.02,6.88
8/29/2017,0.26,55.4,66,76.6,60.9,0.01,11.58
8/30/2017,0,55.1,65.2,75.2,61.2,0.01,10.1
8/31/2017,0,56.9,67.4,77.8,60.9,0,13.71
9/1/2017,0,50.4,60.9,71.4,53.5,0.45,12.12
9/2/2017,0,44,56.9,69.7,47,0.26,14.34
9/3/2017,0.01,46.3,59.2,72,52.1,0.06,14.85
9/4/2017,0,55.2,67.8,80.5,56.4,0.05,21.29
9/5/2017,0,49.9,64.4,78.8,57.7,0.79,11.95
9/6/2017,0,44,55.3,66.7,46.3,0.14,11.63
9/7/2017,0,44.4,53.9,63.5,46.2,0.01,9.46
9/8/2017,0,48.1,58.3,68.4,47.3,0.71,13.66
9/9/2017,0,51.1,61.6,72,50.7,0.86,13.58
9/10/2017,0,46.7,59.6,72.6,48.1,1.02,15.36
9/11/2017,0,47,58.8,70.6,46.8,0.65,15.25
9/12/2017,0,47.3,60.7,74.1,49.4,0.23,17.4
9/13/2017,0,50.5,64.2,77.9,51.2,0.33,20.83
9/14/2017,0,51.7,64.7,77.6,58.2,0,15.38
9/15/2017,0,54.9,67.2,79.6,60.2,0.01,16.92
9/16/2017,0,58.3,72,85.7,61.9,0.31,23.9
9/17/2017,0,61.8,73.6,85.4,63.1,0.76,21.8
9/18/2017,0,51,66,81.1,59,0.47,14.8
9/19/2017,0.05,52.7,66.3,79.9,55.7,0.26,23.05
9/20/2017,0,61.1,70.4,79.8,63.4,0.14,13.96
9/21/2017,0,64.9,77.8,90.8,68.1,0.53,25.54
9/22/2017,0,67.4,79.1,90.9,67.6,0.73,30.15
9/23/2017,0,66.9,79.6,92.3,66.3,1.16,30.65
9/24/2017,0,65.2,78.9,92.5,65.2,1.41,32.2
9/25/2017,0,63.8,76.8,89.8,61.7,2.06,28.99
9/26/2017,0,64.2,77.5,90.8,60.2,2.48,32.99
9/27/2017,0,57.9,73.6,89.2,61.4,1.83,27.85
9/28/2017,0,44.8,56.5,68.2,47.4,0.59,12.48
9/29/2017,0,45.6,58.6,71.6,46.5,0.61,16.16
9/30/2017,0,44.8,56.3,67.9,43.8,0.88,13.94
10/1/2017,0,44.5,56.9,69.4,42,0.9,16.18
10/2/2017,0,46,58.4,70.8,42.5,1.95,18.11
10/3/2017,0,61.2,71.3,81.4,54.4,3.42,21.07
10/4/2017,0.03,65.9,72.3,78.8,65.3,0.65,12.16
10/5/2017,0.09,52,63.6,75.2,51.2,0.55,20.15
10/6/2017,0.07,52.8,64.2,75.7,52.2,0.15,20.51
10/7/2017,0.3,57.8,63.8,69.8,63.5,0,4.82
10/8/2017,0.17,48.4,61.1,73.7,57.5,0.11,9.16
10/9/2017,0,48.8,63.3,77.8,50.6,0.21,20.78
10/10/2017,0,51.2,65.4,79.5,54.5,0.73,19.83
10/11/2017,2,54.2,57.6,60.9,54.9,0.16,4.6
10/12/2017,0.12,54.1,55.5,56.9,54.7,0.09,1.05
10/13/2017,0,50.8,54.3,57.9,54.2,0.06,1.41
10/14/2017,1.62,52,61.2,70.3,57.6,0.06,9.05
10/15/2017,2.9,53.2,59.3,65.4,59.3,0.08,2.26
10/16/2017,0,39.5,47.1,54.6,41.7,0.41,5.11
10/17/2017,0,39.4,50.7,62,38.4,0.42,11.9
10/18/2017,0,41.8,55.9,69.9,41.6,0.69,15.96
10/19/2017,0,42.8,56.7,70.7,44.1,0.57,15.98
10/20/2017,0,46.2,58.7,71.2,37.8,0.82,19.97
10/21/2017,0,48.4,62.8,77.2,50.1,0.7,19.07
10/22/2017,0,56.8,67,77.2,56.5,2.77,15.84
10/23/2017,0.34,48.5,56.4,64.3,52.1,0.14,2.95
10/24/2017,0.48,42.9,48.3,53.7,46.3,0.21,3.35
10/25/2017,0.61,34.6,40.1,45.5,37,0.41,2.25
10/26/2017,0,35.2,44.1,53.1,34.5,0.31,7.41
10/27/2017,0,35.5,47.4,59.4,38.9,0.4,8.33
10/28/2017,0.02,34,36.9,39.8,29.9,0.24,3.12
10/29/2017,0,30.9,34.6,38.4,28.7,0.42,2.68
10/30/2017,0,29.7,37.3,45,29.5,0.67,5.26
10/31/2017,0,31.9,39.2,46.5,27.1,1.02,5.47
11/1/2017,0,32,35.5,38.9,24.5,1.11,3.73
11/2/2017,0.15,33.9,38.9,43.9,38.4,0,2.36
11/3/2017,0.01,35.6,41.6,47.5,41.6,0.09,1.5
11/4/2017,0.31,35.7,40.3,45,35.7,0.49,3.12
11/5/2017,0.15,40.7,43.6,46.6,43.6,0,0.51
11/6/2017,0.02,29.3,39.2,49.1,39.2,0.02,1.95
11/7/2017,0,29.3,35.5,41.6,27.4,0.8,3.94
11/8/2017,0,24.4,33.6,42.7,26.4,0.43,4.28
11/9/2017,0,24.3,34.6,44.8,27,0.34,4.85
11/10/2017,0,13.9,28.6,43.2,16,0.79,4.49
11/11/2017,0,13.9,22,30.1,15.3,0.72,2.46
11/12/2017,0.04,25.7,30.5,35.3,24.5,0.44,2.67
11/13/2017,0.18,27.2,31.7,36.2,31.7,0.04,1.19
11/14/2017,0,27,32.3,37.6,32,0,0.81
11/15/2017,0.2,30,38,46.1,37.7,0.05,2.73
11/16/2017,0.08,29.4,40,50.6,35.1,0.06,3.56
11/17/2017,0,31.4,33.3,35.2,28.3,0.6,1.6
11/18/2017,0.19,31.4,38.2,44.9,38.1,0.02,2.04
11/19/2017,0.41,26.5,33,39.6,31.9,0.08,1.78
11/20/2017,0,24.3,29.2,34,21.1,0.6,2.93
11/21/2017,0,28,40.2,52.4,32.2,0.52,6.69
11/22/2017,0.01,17.6,29.9,42.2,21,0.44,3.73
11/23/2017,0,17,25.5,33.9,19.2,0.4,3.35
11/24/2017,0,27.9,36.1,44.4,25.9,0.55,5.09
11/25/2017,0,32,47.2,62.5,38.3,0.62,10.84
11/26/2017,0,23,36.1,49.2,27.4,0.39,6.59
11/27/2017,0,23.2,37.1,51,30.4,0.27,6.64
11/28/2017,0,31.3,43.1,54.8,36.1,0.33,7.1
11/29/2017,0,30,43.8,57.6,30.8,1.89,8.23
11/30/2017,0,28.6,38,47.4,28.3,1.38,5.92
12/1/2017,0,24.4,38,51.6,26.5,0.47,7.7
12/2/2017,0,25.1,38.8,52.5,26.8,0.44,8.39
12/3/2017,0,26,39.8,53.6,29.4,0.32,7.91
12/4/2017,0,26.8,41.4,56,35.3,0.44,8.85
12/5/2017,0.26,29.8,45.8,61.9,42.5,0.66,6.82
12/6/2017,0,24,28.8,33.5,14.3,1.38,3.76
12/7/2017,0,17,25.1,33.1,14.4,0.46,3.45
12/8/2017,0,14.8,21.3,27.8,9.3,0.49,2.73
12/9/2017,0.01,15.1,25.6,36.2,16.9,0.41,4.22
12/10/2017,0,16.1,22.7,29.3,15.6,0.62,2.33
12/11/2017,0,16.8,24.8,32.8,19.2,0.26,2.49
12/12/2017,0.07,17.1,27.2,37.3,22.8,0.17,2.6
12/13/2017,0,13.6,19.2,24.8,10.7,0.67,1.59
12/14/2017,0,12.8,23.7,34.7,19.7,0.48,1.83
12/15/2017,0,12,18.6,25.3,12.6,0.43,2.05
12/16/2017,0,24.7,29.7,34.6,21.6,1.04,2.65
12/17/2017,0,27.1,36.8,46.5,26.7,0.19,5.8
12/18/2017,0.04,32.1,36.5,40.8,34.2,0.1,2.19
12/19/2017,0,34.3,38.6,43,35.7,0.17,2.68
12/20/2017,0,25,36.5,48,24.5,0.56,6.9
12/21/2017,0,24.4,29.7,35,20.1,0.63,3.68
12/22/2017,0,31,34.3,37.6,27.3,0.43,3.16
12/23/2017,0,24.5,29.9,35.3,29.3,0.21,1.28
12/24/2017,0.01,15.9,21.6,27.3,14.7,0.43,1.72
12/25/2017,0.15,10.1,14.9,19.7,13.3,0.25,1.01
12/26/2017,0,-5.4,3.4,12.2,-3,0.34,0.99
12/27/2017,0,-10.3,-3.3,3.8,-10.1,0.19,0.73
12/28/2017,0.01,-10.4,-3.2,4,-8,0.19,0.69
12/29/2017,0.03,1.4,5.7,10,3.8,0.28,0.68
12/30/2017,0.09,2.2,7.7,13.2,7.7,0.15,0.68
12/31/2017,0,-6.2,-1,4.2,-8.4,0.3,0.64
1/1/2018,0,-13.9,-3,7.9,-9.6,0.2,0.84
1/2/2018,0,-14.8,-8.1,-1.4,-15.5,0.17,0.52
1/3/2018,0,-14.7,-0.7,13.2,-5.4,0.17,0.95
1/4/2018,0,-6.9,3.7,14.3,-0.1,0.19,0.95
1/5/2018,0,-10.3,-1.8,6.7,-8.1,0.19,0.75
1/6/2018,0,-11.9,-2.4,7,-9.5,0.17,0.84
1/7/2018,0,-9.7,2.3,14.3,-4,0.21,1.18
1/8/2018,0.02,14.8,23.1,31.5,23.1,0.03,1.25
1/9/2018,0,22.6,28.6,34.5,28.1,0.04,1.11
1/10/2018,0.01,23.3,28.7,34,28.7,0,0.25
1/11/2018,0.02,33.9,43,52,43,0.09,1.15
1/12/2018,0.18,15.6,34.9,54.3,31.8,0.05,1.04
1/13/2018,0,3.1,11.8,20.5,5.8,0.47,1.45
1/14/2018,0,0.1,7,13.9,-2.9,0.29,1.42
1/15/2018,0.18,0,9.3,18.5,9.3,0.25,1.38
1/16/2018,0.05,2.4,10.7,19.1,7.2,0.22,0.66
1/17/2018,0,-2.9,7.8,18.5,5.5,0.17,0.85
1/18/2018,0,-2.4,7.9,18.1,7.2,0.18,0.99
1/19/2018,0,14.3,22.5,30.7,17.7,0.56,2.07
1/20/2018,0,23.4,31.4,39.4,26.9,0.65,2.92
1/21/2018,0,30.4,37.1,43.9,34.1,0.14,2.44
1/22/2018,0.57,36.3,40.6,45,40.6,0,0.35
1/23/2018,0.22,30.5,41.9,53.4,40.4,0.03,2.4
1/24/2018,0,25.5,28,30.5,25.1,0.23,1.26
1/25/2018,0,23,25.3,27.5,22.9,0.24,1.05
1/26/2018,0,24.9,33.6,42.3,30.8,0.18,2.62
1/27/2018,0,32.7,39.6,46.6,34.1,0.41,3.81
1/28/2018,0,26.8,36,45.2,29.3,0.2,4.58
1/29/2018,0,23,29.6,36.3,26.1,0.14,1.62
1/30/2018,0,11.5,17.8,24,13,0.34,1.45
1/31/2018,0,11.2,21.1,30.8,17.1,0.32,2.2
2/1/2018,0,21.5,30.5,39.5,26.2,0.76,3.3
2/2/2018,0,2.2,12.5,22.8,-0.8,0.49,1.92
2/3/2018,0,1.7,11.5,21.4,2.3,0.4,2.19
2/4/2018,0.03,19.1,28.7,38.2,19.6,0.18,4.66
2/5/2018,0.04,-7.4,4.8,16.9,1.5,0.13,0.56
2/6/2018,0.21,-7.4,1.7,10.8,1,0.17,0.91
2/7/2018,0.07,-3.4,4.9,13.2,4.9,0.19,0.79
2/8/2018,0,-3.1,6.1,15.4,3.7,0.17,0.82
2/9/2018,0.37,6.6,13.8,21,13.3,0.22,0.96
2/10/2018,0.13,10.6,15.8,20.9,13.6,0.25,1.07
2/11/2018,0.28,10.4,12.8,15.2,8.8,0.24,0.83
2/12/2018,0.01,-1.9,8,17.9,5.4,0.22,0.89
2/13/2018,0,-1.3,7.9,17.1,1.2,0.23,1.35
2/14/2018,0,10.9,19.6,28.2,16,0.23,1.66
2/15/2018,0,18.9,29.4,39.8,29.4,0.04,1.71
2/16/2018,0,30.5,35.7,40.8,34.3,0,1.61
2/17/2018,0,8.3,20.5,32.6,12.7,0.36,2.81
2/18/2018,0.09,10.9,21.2,31.4,20.6,0.06,1.01
2/19/2018,0.01,12.6,24.9,37.1,24.9,0.05,1.79
2/20/2018,1.17,35.9,43.9,51.9,43.9,0,0.33
2/21/2018,0.55,25.7,40.8,55.8,37.2,0.03,1.2
2/22/2018,0,24.7,26.9,29,21,0.71,1.45
2/23/2018,0.12,29.3,34.7,40,33,0.03,2.02
2/24/2018,0,30.2,35,39.9,32.6,0.04,1.26
2/25/2018,0.15,31.4,38.4,45.4,35.2,0.06,1.57
2/26/2018,0,25.9,34.4,43,25.9,0.29,4.7
