Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2/6/2017,0,52.4,63.7,75.1,59.8,0.28,11.34
2/7/2017,0,59.7,67.9,76.1,62.3,0.27,12.77
2/8/2017,0.5,66.1,71,76,67.3,0.52,6.76
2/9/2017,0,54.9,67.4,79.9,64.6,0.63,12.23
2/10/2017,0,48.9,58.3,67.8,39.5,2.57,16.19
2/11/2017,0,50.1,62,73.9,58.5,0.98,12.69
2/12/2017,0,66,71.3,76.5,67.2,0.55,8.78
2/13/2017,0,64.9,72.5,80.1,65.4,0.91,13.61
2/14/2017,0,58.9,65.3,71.7,56.8,0.8,11.37
2/15/2017,0.08,51.9,64.6,77.3,60.2,0.46,13.45
2/16/2017,0,44,49.6,55.2,42.3,0.94,5.53
2/17/2017,0,43.7,54.4,65.2,37.5,0.86,15.32
2/18/2017,0.71,46.5,52.5,58.5,51.2,0.61,4.95
2/19/2017,0,52.8,63.5,74.3,59.8,0.2,10.84
2/20/2017,0,58.5,67.4,76.3,64.7,0.16,8.84
2/21/2017,0.9,60.8,69.2,77.6,64.7,0.38,9.21
2/22/2017,0.1,55.8,64,72.1,57,0.56,12.51
2/23/2017,0,55.6,65.5,75.4,55.9,0.77,16
2/24/2017,0,57.5,67.8,78.1,60.6,0.42,15.4
2/25/2017,0,59.3,68.9,78.5,60.4,0.8,14.53
2/26/2017,0,47.7,59.2,70.7,35.7,3.43,19.96
2/27/2017,0.17,49.3,59.5,69.8,52.3,1.57,12.44
2/28/2017,0,68,73.5,79,68.4,1.17,10.09
3/1/2017,0,70.8,75.7,80.5,69.8,1.48,11.25
3/2/2017,0,58.5,70.3,82.1,58.9,1.9,14.66
3/3/2017,0,49.8,58,66.1,31.2,5.07,17.16
3/4/2017,0,48.9,59,69,35,3.09,19.21
3/5/2017,0,52.6,61,69.3,47.4,3.32,13.47
3/6/2017,0,58.6,65.4,72.2,59,1.43,10.1
3/7/2017,0.12,63.9,69.6,75.3,64.2,1.29,10.35
3/8/2017,1.19,60.2,69.4,78.6,64.4,0.78,10.19
3/9/2017,0,58.7,64.5,70.4,54.8,1,11.58
3/10/2017,0,61.4,70.4,79.3,64.5,0.6,13.35
3/11/2017,0,64.7,71.9,79.1,64.4,0.81,13.28
3/12/2017,0.25,52.2,62.7,73.2,59.8,0.59,9.77
3/13/2017,0.08,49.8,55.5,61.2,50,0.71,5.77
3/14/2017,0,46.2,55.9,65.6,50.7,0.46,6.18
3/15/2017,0,43.8,52.9,62,39.6,1.38,11.26
3/16/2017,0,43,50.8,58.6,36.7,1.47,9.82
3/17/2017,0,44.4,55,65.6,44.9,1.53,12.4
3/18/2017,0,55,64.3,73.7,55.8,0.94,12.87
3/19/2017,0,58,68.8,79.6,61.6,0.51,16.29
3/20/2017,0,61.1,70.5,79.8,63.1,0.34,16.08
3/21/2017,0,60.6,70.7,80.8,62.5,0.29,18.54
3/22/2017,0,63.3,72.4,81.5,63.8,0.41,17.6
3/23/2017,0,62.3,72.4,82.5,61.8,0.86,22.04
3/24/2017,0,64.3,73,81.7,64.3,1.41,18.66
3/25/2017,0,69.1,74.2,79.3,66.1,2.05,13.15
3/26/2017,0.81,62.3,71.1,79.9,64,0.61,14.05
3/27/2017,0,67.1,74.3,81.6,67.6,0.48,15.2
3/28/2017,0,68.2,74.9,81.6,68.1,0.63,15.11
3/29/2017,0,69.1,76.2,83.4,67.6,0.97,17.22
3/30/2017,0.04,70.3,76.4,82.5,67.9,2.08,15.72
3/31/2017,1.23,56.6,64.9,73.3,61.5,0.48,6.72
4/1/2017,0,57.6,69.2,80.8,56,0.75,22.95
4/2/2017,0,62.4,71.7,80.9,61,0.83,20.9
4/3/2017,1.66,64.8,72,79.2,70.5,0.52,7.32
4/4/2017,0.13,59.8,70.9,82,60.5,0.35,22.13
4/5/2017,0.01,62.3,72.8,83.4,65.1,0.65,26.13
4/6/2017,0,53.7,69.4,85.1,54.5,1.83,26.48
4/7/2017,0,50.5,61.2,71.9,41.5,2.07,19.45
4/8/2017,0,51,62.5,74.1,42,2.23,21.18
4/9/2017,0,52.5,64.3,76.1,46.9,1.57,21.59
4/10/2017,0,56.3,66.1,75.8,54.2,1.54,16.7
4/11/2017,0,63.7,71.4,79,61.4,1.2,16.44
4/12/2017,0,64.5,72.6,80.6,62.5,0.72,19.16
4/13/2017,0,61.3,71.3,81.3,60.1,0.87,21.22
4/14/2017,0,63,72.6,82.2,60,1.24,22.97
4/15/2017,0,65.2,72.5,79.8,62.6,1.86,16.87
4/16/2017,0,68.2,74.2,80.2,65.7,1.74,14.23
4/17/2017,0.23,67.2,73.7,80.2,67.5,0.76,12.96
4/18/2017,2.16,64.9,71.5,78.1,66.5,0.47,10.2
4/19/2017,0,66,73.6,81.3,64.8,1.04,16.63
4/20/2017,0.11,68.1,75.1,82.1,67.3,0.87,15.91
4/21/2017,0,66.8,74.7,82.6,66.8,0.9,16.22
4/22/2017,0,65.3,74,82.7,64.9,1.14,17.9
4/23/2017,0.31,62.5,73.7,84.9,65.5,1.43,18.33
4/24/2017,0,53.3,61.1,68.8,51.9,1.13,11.01
4/25/2017,0,55.5,66.5,77.5,51.9,1.31,20.46
4/26/2017,0,60.4,69.3,78.2,59.8,1.91,16.62
4/27/2017,0.05,64.1,73,81.8,67.6,2.06,13.47
4/28/2017,0,64.7,73.6,82.5,65,2.23,19.92
4/29/2017,0,76.7,80.5,84.3,73.9,3.18,11.66
4/30/2017,0,77.6,80.9,84.2,73.4,4.36,11.52
5/1/2017,2.26,58.2,69.1,80.1,64.3,0.47,9.26
5/2/2017,0,58.9,70.6,82.3,51.8,1.63,27.9
5/3/2017,0,62.6,73.3,84,57.7,1.72,26.42
5/4/2017,4.19,59.6,67.1,74.5,62.2,0.17,10.31
5/5/2017,0.24,54,60.8,67.7,52.1,0.98,9.28
5/6/2017,0,55.5,64.9,74.4,48.2,1.53,19.29
5/7/2017,0,58.4,68.6,78.8,52.6,1.72,21.88
5/8/2017,0,60.6,70.9,81.2,56.5,1.78,22.68
5/9/2017,0,61.5,72.1,82.7,60,1.11,22.26
5/10/2017,0,63.2,73,82.8,61.3,1.25,22.03
5/11/2017,0,66.3,74.5,82.7,64.9,1.17,18.51
5/12/2017,0,69.3,76.9,84.5,67.4,1.49,18.69
5/13/2017,2.1,64.2,72.8,81.4,67,0.89,12.04
5/14/2017,0,63,71.9,80.8,63,1.23,16.23
5/15/2017,0,65.3,75,84.8,64.4,1.03,22.63
5/16/2017,0,68,76.8,85.6,65.6,1.49,22.58
5/17/2017,0,70.8,77.8,84.9,66.5,1.25,21.84
5/18/2017,0,74.5,80.2,85.9,71,1.74,19.84
5/19/2017,0,75.2,80.4,85.7,73.6,1.72,13.76
5/20/2017,0.02,76.7,82,87.4,73.5,2.54,17.6
5/21/2017,0.28,72.9,80.4,87.9,73.6,1.05,15.41
5/22/2017,0.37,69.3,75.3,81.4,70.4,1.05,7.73
5/23/2017,0.42,70.9,74.6,78.3,70,1.3,9.29
5/24/2017,0,68,75.7,83.5,67.9,2.37,16.53
5/25/2017,0,59.1,68.4,77.8,53.9,1.63,20.43
5/26/2017,0,63.5,73.4,83.3,59.2,2.42,22.86
5/27/2017,0,71.7,78.9,86.1,69.2,2.15,22.82
5/28/2017,0,77.3,83.2,89.2,75.1,2.31,18.64
5/29/2017,0.56,69.2,79.2,89.3,71.4,1.46,20.35
5/30/2017,0.92,69,77.2,85.3,69.9,1.11,17.2
5/31/2017,0.77,70.4,72.7,75.1,70.2,0.92,4.82
6/1/2017,1.74,72.2,78.5,84.9,72.1,0.82,12.76
6/2/2017,0.17,72,77.7,83.5,72.2,0.99,12.01
6/3/2017,0.02,74.8,79.1,83.4,72.9,1.21,12.4
6/4/2017,0.67,73.7,78.9,84.1,73.1,1.36,10.97
6/5/2017,0.63,73.1,80,86.8,71.8,1.29,19.01
6/6/2017,0.91,72.6,78.3,84,72.7,1.01,12.42
6/7/2017,0.24,71.9,76,80.2,71.2,1.01,8.88
6/8/2017,0,66.5,76.6,86.7,65,2.22,21.62
6/9/2017,0,65.7,75.2,84.6,59.8,2.82,24.88
6/10/2017,0,69.1,77,84.9,64.9,1.7,22.07
6/11/2017,0,73.4,80,86.6,68.5,2.35,22.29
6/12/2017,0.04,75.9,81.3,86.6,74.7,2.48,12.95
6/13/2017,0.63,73.2,78.5,83.8,73.5,0.97,9.83
6/14/2017,0.11,75.1,81.2,87.3,74.3,1.42,16.22
6/15/2017,0.01,75.9,82.5,89.2,74.7,1.65,19
6/16/2017,0.24,75.4,82.7,90.1,74.3,1.61,20.34
6/17/2017,0,72.1,81.7,91.2,72.4,2.05,22.89
6/18/2017,0,75.3,81,86.7,74.3,2.23,14.68
6/19/2017,0.27,72.1,81.4,90.7,72.6,1.31,21.35
6/20/2017,0.07,76.1,83.7,91.4,73.6,2.37,24.02
6/21/2017,2.31,72.9,76,79.2,72.2,1.06,5.66
6/22/2017,1.06,76.1,79.6,83.2,76.1,1.74,7.42
6/23/2017,0.07,79.8,83.6,87.5,76.6,2.69,14.04
6/24/2017,0.16,78,83.3,88.6,77.6,1.43,13.25
6/25/2017,0.7,74.4,82,89.7,75.1,0.94,17.3
6/26/2017,0.04,74,80.8,87.7,72.1,2.79,16.31
6/27/2017,0,74.5,81,87.4,70.3,2.27,20.71
6/28/2017,0,75,80.6,86.2,69.1,3.68,20.21
6/29/2017,0.52,73.4,79.1,84.8,72.1,1.39,14.85
6/30/2017,0.17,74.2,79.4,84.6,76.1,1.02,10.15
7/1/2017,0,77.9,84.1,90.3,75.8,1.67,20.64
7/2/2017,0,74.2,83,91.7,74.4,1.33,23.44
7/3/2017,0,76.3,84.3,92.2,74,1.83,26.31
7/4/2017,0,77.1,84.6,92.1,74.5,2.41,24.08
7/5/2017,0,78,85.1,92.3,74.7,2.62,25.03
7/6/2017,0.01,77,84.8,92.5,74.7,2.41,24.62
7/7/2017,0.46,76.5,83.8,91,74.8,1.76,21.55
7/8/2017,0.54,75.8,83.5,91.2,74.1,1.73,22.2
7/9/2017,0.15,75.2,81.7,88.2,74.8,1.45,15.29
7/10/2017,0.4,72.3,81,89.6,72.9,1.18,19.45
7/11/2017,0.79,72.9,81.5,90.2,73.1,1.16,21.38
7/12/2017,0.18,75,81.4,87.8,74.5,1.6,16.5
7/13/2017,0.14,76.1,83,90,74.8,1.76,19.36
7/14/2017,0.71,75.4,82.7,90.1,74.8,1.2,19.64
7/15/2017,1.09,74.8,82,89.1,74.7,1.2,17.67
7/16/2017,0.34,74.9,82,89.1,74.6,1.26,18.78
7/17/2017,0.14,76,82.2,88.4,75,1.65,16.93
7/18/2017,0.31,75.2,81.3,87.4,74.9,1.4,15.58
7/19/2017,0.05,75.9,82.3,88.6,75,1.28,17.1
7/20/2017,0.03,75.6,84.1,92.7,75.2,1.18,23.24
7/21/2017,0.01,77.2,86.2,95.3,75.2,2.05,30.68
7/22/2017,0.02,76.6,85,93.3,75,2,24.38
7/23/2017,0.79,74.5,82.3,90,74,1.51,19.02
7/24/2017,0.11,74.5,79.8,85.1,74.1,1.61,13
7/25/2017,0.19,73.5,81.8,90,74.9,0.74,19.27
7/26/2017,0,77.5,84,90.4,75.1,2.19,22.28
7/27/2017,0,76.1,85,93.8,73.9,1.74,29.32
7/28/2017,0,76.9,85.8,94.8,73.6,2.43,32.16
7/29/2017,0,78.5,86.4,94.3,74.8,2.26,29.67
7/30/2017,0.02,77,81.2,85.4,76.1,2.08,11.84
7/31/2017,0,73.3,82,90.7,69.8,2.21,25.78
8/1/2017,0,74,81.1,88.3,71.7,2.26,19.54
8/2/2017,0,74.1,82.2,90.2,69.5,2.55,26.81
8/3/2017,1.12,74.3,81.3,88.3,72.7,1.77,20.32
8/4/2017,1.88,74,79.2,84.5,74.7,0.72,11.02
8/5/2017,1.41,75,80.8,86.7,75.2,1.06,12.66
8/6/2017,0.73,76.1,81.8,87.5,75.7,1.38,14.17
8/7/2017,0.51,76.6,83.1,89.7,76.3,1.81,18.95
8/8/2017,0.09,77.2,84.3,91.4,75.9,2.1,20.61
8/9/2017,0.81,76.6,83.8,91,75.9,1.23,21.82
8/10/2017,0.27,76.5,83.2,89.9,76.2,1.49,17.59
8/11/2017,0.7,76.4,82.3,88.2,76.8,1.15,12.43
8/12/2017,0.06,77.5,83.7,89.9,77,1.73,15.37
8/13/2017,0.64,75.6,82,88.5,75.7,1.29,13.74
8/14/2017,0.03,77.2,85.2,93.1,76.4,1.98,23.06
8/15/2017,0.08,78,85.3,92.6,76.5,2.08,22.3
8/16/2017,1.13,75.2,82.3,89.3,75.7,1.17,15.56
8/17/2017,0.19,77,84.8,92.6,75.9,1.88,23.91
8/18/2017,0.08,77.8,85.8,93.8,76.4,1.94,25.62
8/19/2017,0,78.7,87,95.2,75.8,2.15,29.92
8/20/2017,0.03,76.3,85.6,95,75,1.9,27.39
8/21/2017,0,77.1,85.3,93.5,74.8,1.82,27.22
8/22/2017,0.47,76.3,84.1,91.9,74.5,2.03,23.25
8/23/2017,0.21,75.7,83,90.2,75.1,1.75,19.48
8/24/2017,0.02,77.4,84.7,92,74.8,2.71,24.3
8/25/2017,0.01,78.6,84.5,90.4,75.1,3.91,18.55
8/26/2017,0,78.4,84.1,89.7,74.5,4.25,19.87
8/27/2017,0,78.5,85.6,92.7,75.6,3.69,24.5
8/28/2017,0.61,74.5,80.7,86.9,75.2,1.12,13.02
8/29/2017,2.45,73.5,76.9,80.2,73.6,1.25,6.57
8/30/2017,4.69,73.7,77.5,81.4,74.8,1.33,6.14
8/31/2017,0.16,77.1,81.5,85.9,73.9,3.02,14.56
9/1/2017,0.27,74.4,80.8,87.3,72.2,1.88,18.7
9/2/2017,0.04,73.7,80.7,87.7,72,1.75,19.77
9/3/2017,0,73.4,81.3,89.2,70.7,1.73,24
9/4/2017,0,73.4,81.3,89.1,70.2,2.09,24.84
9/5/2017,0,74.6,81.8,89,71.6,1.95,22.8
9/6/2017,0.04,72.3,81,89.8,72.3,2.02,22.64
9/7/2017,0,66.2,73.3,80.4,62.4,2.9,16.18
9/8/2017,0,65,72.9,80.8,56.2,4.59,21.96
9/9/2017,0,66,74.1,82.2,58.5,4.09,22.03
9/10/2017,0,67.4,76,84.5,61.7,5.38,22.29
9/11/2017,0,67.1,75.4,83.7,61.5,5.53,18.48
9/12/2017,0,62.7,73,83.2,57.8,2.37,23.8
9/13/2017,0,63.3,72.7,82.1,58.1,2.37,23.29
9/14/2017,0,65.8,75,84.1,64.5,1.21,20.71
9/15/2017,0,69.1,77.6,86.1,68,1.23,22.11
9/16/2017,0,74.6,81.8,89,74.3,1.51,18.83
9/17/2017,0.05,73.7,81.2,88.7,74.6,1.15,17.39
9/18/2017,0,73.6,81.9,90.1,73.8,1.31,20.61
9/19/2017,0,74.6,82.9,91.1,73.7,1.32,24.18
9/20/2017,0.02,75,82.4,89.9,74,1.74,20.6
9/21/2017,0.63,72.9,81.4,89.8,73,1.44,20.99
9/22/2017,0,73.2,81.9,90.7,72.5,1.57,24.87
9/23/2017,0,73.5,82,90.6,72,1.86,23.12
9/24/2017,0.01,73.4,81.6,89.9,70.2,1.93,24.76
9/25/2017,0.07,71.8,79.9,87.9,69.8,2.05,21.53
9/26/2017,0.02,72.9,79.5,86.1,71.3,1.61,17.33
9/27/2017,0,73.5,81.1,88.7,72.6,1.49,20.44
9/28/2017,0.01,73.9,82.2,90.5,72.1,1.64,25.31
9/29/2017,0.01,73.5,82.4,91.3,70.2,1.73,28.41
9/30/2017,0.02,72,81.5,91,67.2,5.39,27.12
10/1/2017,0,72.4,81.1,89.9,69.7,2.69,24.59
10/2/2017,0.74,70,76.4,82.7,70.6,1.35,12.11
10/3/2017,1.56,71,75.5,79.9,73.5,1.1,6
10/4/2017,0,72.5,78.8,85.2,69.7,3.14,15.76
10/5/2017,0,70.2,76.5,82.7,68.1,2.46,14.41
10/6/2017,0,70.1,77.5,84.9,66.4,2.58,21.48
10/7/2017,0,71.6,78.3,85,72.2,2.29,16.86
10/8/2017,0.53,73.1,79.3,85.6,74.2,0.89,9.71
10/9/2017,0,73.6,81.9,90.1,74.7,0.85,20.93
10/10/2017,0.21,76.6,81.9,87.3,76.9,1.03,14.28
10/11/2017,0,74.2,81,87.9,74.7,1.31,16.5
10/12/2017,0.04,74.2,81.8,89.3,73.4,1.73,18.19
10/13/2017,0,72.8,81,89.1,70.9,3.01,19.92
10/14/2017,0,73.7,81.8,89.9,71.2,2.15,23.44
10/15/2017,0.29,74.9,81.7,88.5,73.5,1.41,19.21
10/16/2017,0.2,68.4,77.1,85.8,72.7,0.94,12.99
10/17/2017,0,57.4,65.8,74.2,51.9,1.91,17.09
10/18/2017,0,57.4,66.6,75.9,56.7,2.08,14.58
10/19/2017,0,61.9,70.7,79.5,59.7,1.58,17.12
10/20/2017,0,64.5,73.9,83.2,65.1,2.12,17.63
10/21/2017,0,67.7,74.6,81.4,69.3,1.61,12.3
10/22/2017,1.19,72.3,78.6,84.9,72.9,1.35,12.59
10/23/2017,0.08,60.2,70.8,81.4,62.9,0.88,11.56
10/24/2017,0,55.4,65.4,75.4,51.5,1.03,20.04
10/25/2017,0,48.7,61.1,73.6,40.5,2.79,21.7
10/26/2017,0,48.4,58.7,69,40.4,1.54,17.76
10/27/2017,0,51.3,63.9,76.5,49.2,1.43,22.81
10/28/2017,0.33,48.8,65,81.2,58.6,0.47,18
10/29/2017,0,41.2,50.9,60.7,39.6,0.88,10.2
10/30/2017,0,41.8,52.8,63.8,38.1,0.93,14.29
10/31/2017,0,46.9,60.4,74,49.7,0.89,18.08
11/1/2017,0,53.4,64.9,76.3,57.3,0.86,16.46
11/2/2017,0.14,66.3,72.6,78.9,66.6,1.03,13.92
11/3/2017,0,66.3,74.8,83.3,68.9,0.46,14
11/4/2017,0,66,75,84.1,68.8,0.48,16.03
11/5/2017,0,65.6,73.8,82,68,0.35,13.91
11/6/2017,0,66.2,74.9,83.5,68.7,0.42,16.07
11/7/2017,0,66.7,75.2,83.7,69.1,0.4,15.76
11/8/2017,0,68.2,75.5,82.9,69.5,0.59,14.39
11/9/2017,0.04,57.9,66.8,75.8,61.3,0.65,7.02
11/10/2017,0,50.2,55.9,61.5,51.3,0.71,4.82
11/11/2017,0,51.3,60,68.7,46.2,1.43,14.1
11/12/2017,0,53.3,63.1,72.8,57.4,0.89,10.72
11/13/2017,0,59.5,67.2,74.9,61.5,0.85,9.06
11/14/2017,0,56.4,65.1,73.8,55.9,1.71,12.57
11/15/2017,0,55.1,63.7,72.2,53.7,0.88,13.93
11/16/2017,0,56.5,66.2,75.9,58.4,0.64,13
11/17/2017,0,56.8,66.6,76.4,58.8,0.62,13.86
11/18/2017,0,57.5,67.7,77.8,61.5,0.53,15.42
11/19/2017,0.05,52,66.6,81.3,58.8,1.92,14.29
11/20/2017,0,45.3,54.1,63,33.7,3.03,13.68
11/21/2017,0,45.6,54.8,64,42.9,1.29,12.53
11/22/2017,0,52.2,62.7,73.1,55.2,1.07,12.51
11/23/2017,0,42,54.7,67.3,41.5,2.35,12.53
11/24/2017,0,38.2,50.4,62.6,34.1,0.92,13.76
11/25/2017,0,38.8,53,67.3,36.1,0.54,17.3
11/26/2017,0,41.7,56.9,72.1,46.3,0.45,16.92
11/27/2017,0,43.9,56.5,69.2,44.5,0.85,14.19
11/28/2017,0,45,56.4,67.8,39.8,1.09,16.38
11/29/2017,0,49.9,62.2,74.4,56.4,0.54,13.21
11/30/2017,0,61.2,69.7,78.3,64.2,0.46,11.89
12/1/2017,0.07,55.1,66.3,77.5,61.3,0.33,12.12
12/2/2017,0,54.2,64.7,75.2,55.3,0.24,16.1
12/3/2017,0,50.6,58.8,67,55.5,0.19,5.27
12/4/2017,0,52.7,61.9,71,55.5,0.22,10.35
12/5/2017,0,59.5,68.3,77.1,65.2,0.5,10.64
12/6/2017,0.41,47.3,64.8,82.4,59.9,0.38,14.25
12/7/2017,0.7,43.2,45.6,47.9,40.6,0.61,3.27
12/8/2017,0.52,37.5,43.6,49.7,39.3,0.36,5.35
12/9/2017,0.7,31.6,34.8,38,32.7,0.24,1.32
12/10/2017,0,31.4,41.8,52.2,31.6,0.3,8.07
12/11/2017,0,34.5,47.5,60.5,35.7,0.41,12.15
12/12/2017,0,37.3,52.4,67.5,43.2,0.4,14.72
12/13/2017,0,35.2,48.7,62.2,36.2,0.69,12.16
12/14/2017,0,35.1,47.8,60.5,37.4,0.42,11.98
12/15/2017,0.02,42.8,53.1,63.4,46.3,0.43,10.32
12/16/2017,0.04,43.2,46.5,49.8,37,2.23,4.81
12/17/2017,0.02,44.5,55.3,66,46.7,0.84,7.73
12/18/2017,2.43,63.5,67,70.5,65.1,0.26,2.68
12/19/2017,0.11,63,67.5,72.1,64.9,0.18,4.16
12/20/2017,0,63.7,70.6,77.5,68.5,0.13,7.69
12/21/2017,0.1,53.4,65.3,77.3,60.8,0.26,13.84
12/22/2017,0,53.5,63.9,74.4,63.6,0.16,10.44
12/23/2017,0.04,67.2,73.5,79.7,69.2,0.43,10.78
12/24/2017,0.07,48.4,60.3,72.1,51.7,0.77,9.07
12/25/2017,0,43.1,53.9,64.7,43,1.07,10.83
12/26/2017,0,40.6,46.2,51.7,30.3,2,8.34
12/27/2017,0.1,45.9,51.3,56.6,45.8,0.37,4.41
12/28/2017,0.02,40.5,43.8,47.1,40.7,0.48,2.17
12/29/2017,0.06,40.1,43.3,46.5,38.4,0.38,2.9
12/30/2017,0,40.6,47.6,54.7,35.6,1.69,8.15
12/31/2017,0.08,47.5,55.2,62.9,47.4,0.28,8.8
1/1/2018,0.02,26.7,40,53.2,31.9,0.38,3.27
1/2/2018,0,24.2,30.4,36.6,12,1.78,4.66
1/3/2018,0,23.9,30.5,37.2,16.4,1.64,4.41
1/4/2018,0,27.8,35.5,43.2,17.4,1.35,6.41
1/5/2018,0,28.9,38.2,47.5,19.9,1.65,7.73
1/6/2018,0,29.7,39.5,49.3,25.8,0.32,7.53
1/7/2018,0,34.1,45.7,57.2,33.6,0.67,10.26
1/8/2018,1.41,48.7,57.4,66.1,52.9,0.39,9.3
1/9/2018,0.45,52.7,59.4,66.1,56.1,0.2,5.83
1/10/2018,0,53,57.3,61.5,55.1,0.27,3.63
1/11/2018,0.12,58,65.5,72.9,62.3,0.28,7.93
1/12/2018,0.28,49.8,62.4,75.1,61.1,0.27,8.32
1/13/2018,0,32.9,41.1,49.3,32,0.73,2.62
1/14/2018,0,29,37.7,46.5,24.4,1.23,6.36
1/15/2018,0,28.9,38.4,48,24.4,0.51,7.99
1/16/2018,0,31.9,45.1,58.4,37.2,0.23,9.16
1/17/2018,0.06,19.2,33.9,48.6,28,0.19,3.62
1/18/2018,0,18.6,27.1,35.6,14.4,0.85,4.24
1/19/2018,0,24.2,34.2,44.3,20.5,0.66,6.8
1/20/2018,0,30.2,43.5,56.8,31.7,0.7,10.73
1/21/2018,0.03,47.9,59.2,70.4,51.2,0.35,11.27
1/22/2018,0,51.1,62.2,73.2,59,0.29,10.3
1/23/2018,0.03,45.9,60.6,75.4,48.2,0.5,18.15
1/24/2018,0,42.9,54,65,30.4,2.54,16.65
1/25/2018,0,38.3,46.3,54.3,35.1,0.97,8.01
1/26/2018,0,39.2,49.2,59.3,33.2,1.59,12.43
1/27/2018,0.05,49.4,60.1,70.9,54.7,0.77,11
1/28/2018,2.05,57.4,62,66.5,59.9,0.06,3.52
1/29/2018,0,51,58.9,66.9,55.7,0.4,4.9
1/30/2018,0,38.9,52.3,65.6,34.1,1.97,16.48
1/31/2018,0,35.9,45.3,54.7,30,0.69,10.19
2/1/2018,0,38.5,52.9,67.4,48.1,0.66,11.93
2/2/2018,0.02,51,62.7,74.4,57,0.64,13
2/3/2018,0,44,50.2,56.4,30.7,1.98,9.9
2/4/2018,0.12,44.9,56.7,68.5,51,0.39,6.07
2/5/2018,0.11,49.8,61.5,73.1,56,0.55,10.3
2/6/2018,0,50,58.1,66.1,52.6,0.86,9.3
2/7/2018,0.09,61.2,67.3,73.5,65,0.48,6.04
2/8/2018,0.45,46.3,62.2,78.1,53.3,0.39,10.28
2/9/2018,0,46.6,54.6,62.6,40.9,1.68,12.39
2/10/2018,0,56.5,67.1,77.7,61.1,0.61,13.46
2/11/2018,0.57,65.2,71.4,77.6,66.6,0.51,9.46
2/12/2018,0.35,49.3,64.4,79.5,60.5,0.48,11.38
2/13/2018,0.03,47.4,50.3,53.2,46.4,0.64,2.84
2/14/2018,0,52,62,72,58.7,0.54,8.94
2/15/2018,0,62,72.1,82.2,66.8,0.2,14.2
2/16/2018,0,64.3,73.2,82,65.9,0.3,17.16
2/17/2018,0,64.1,72.8,81.6,65.3,0.51,16.47
2/18/2018,0,63.5,72.6,81.6,64.4,0.51,17.14
2/19/2018,0,63.1,72.7,82.2,64.3,0.58,18.37
2/20/2018,0,64.4,73.2,82.1,66.6,0.5,17.25
2/21/2018,0,70.2,77,83.7,70,0.77,15.73
2/22/2018,0,71.3,77.8,84.4,71.2,0.71,15.35
2/23/2018,0,69.5,77.2,85,69.1,0.81,19.52
2/24/2018,0.9,69.2,76.5,83.8,69.9,0.6,14.7
2/25/2018,0,70.2,76.5,82.9,69.3,1.14,14.85
