Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
8/22/2017,0.27,70.4,80.9,91.4,73.5,0.35,20.87
8/23/2017,0.09,59.3,71,82.8,63.6,0.44,16.72
8/24/2017,0,58.7,68.6,78.4,55.6,0.84,19.55
8/25/2017,0,62.8,71.6,80.4,57.5,2.75,20.56
8/26/2017,0,63.4,71.6,79.9,57.9,3.01,18.95
8/27/2017,0,64.2,73.5,82.9,59.2,2.5,22.31
8/28/2017,0,66.8,76.1,85.3,62.7,2.14,24.57
8/29/2017,0.31,65.4,74.2,83.1,64.3,0.32,18.48
8/30/2017,0,62,72.4,82.7,62.5,0.49,19.6
8/31/2017,0,66.3,74.7,83.1,62.6,2.17,19.79
9/1/2017,0,62.5,70.9,79.3,61.5,2.13,15.02
9/2/2017,0,53.3,64.9,76.5,54.4,0.64,15.35
9/3/2017,0,56.2,68.1,80.1,54.2,0.88,24.18
9/4/2017,0,68,77.4,86.8,61.8,2.17,26.79
9/5/2017,0.32,62.5,77.9,93.4,65,1.74,31.57
9/6/2017,0,52.1,63.7,75.2,47.4,2.18,20.01
9/7/2017,0,51.1,60,68.9,46.5,0.98,13.78
9/8/2017,0,53.5,65.1,76.7,49.1,1.23,21.17
9/9/2017,0,59,70.8,82.6,54,2.16,24.87
9/10/2017,0,59.9,71.5,83.2,56.1,2.64,24.03
9/11/2017,0,53,65.3,77.6,49.7,2.04,21.15
9/12/2017,0,57.3,67.7,78,50.2,3.41,21.85
9/13/2017,0.02,60.1,68.7,77.3,55.5,1.21,19.62
9/14/2017,0,59.6,67.4,75.2,60.6,0.31,10.73
9/15/2017,0,62.7,74.6,86.4,58.3,1.56,29.32
9/16/2017,0,66.7,78.2,89.7,62.3,2.23,30.2
9/17/2017,0,69.4,79.8,90.1,64.7,3.31,29.3
9/18/2017,0,66,73.9,81.9,66.7,1.26,15.03
9/19/2017,0.41,66.6,75.4,84.2,67.7,0.29,16.72
9/20/2017,0,67.7,77.7,87.7,67.8,0.24,22.86
9/21/2017,0,73.8,84.8,95.7,70.2,3.25,34.63
9/22/2017,0,71.4,80.3,89.2,70,2.27,21.23
9/23/2017,0,68.8,81.8,94.8,65.9,2.01,36.99
9/24/2017,0,69.3,80.4,91.5,64.4,3.59,30.91
9/25/2017,0,69.1,80.1,91.1,65.1,2.81,29.71
9/26/2017,0,71.3,81.1,91,64.1,4.51,30.02
9/27/2017,0,65.9,78.7,91.4,64.6,2.33,31.34
9/28/2017,0,56.2,63.4,70.6,51.4,3.84,12.91
9/29/2017,0,54.3,64.6,74.9,47.5,1.25,18.93
9/30/2017,0,52.5,67.2,82,46.5,1.94,27.01
10/1/2017,0,56,65.8,75.5,44,4.71,21.71
10/2/2017,0,56.2,67.5,78.8,53.4,4.11,21.06
10/3/2017,0,67.1,76,84.9,59.7,6.03,24.72
10/4/2017,0.13,69.1,73.6,78.1,67.6,0.75,10.42
10/5/2017,0.02,70.9,74.7,78.5,69.5,0.86,8.4
10/6/2017,0,70.9,76,81.2,66.5,1.11,15.12
10/7/2017,0.01,70.8,75.8,80.8,61.8,5.78,17.52
10/8/2017,0.15,55.8,68.3,80.8,60.4,0.17,17.04
10/9/2017,0,60.1,70.5,80.9,61.5,0.29,18.59
10/10/2017,1.11,68.6,75.7,82.9,68.4,0.63,13.56
10/11/2017,0.1,51,63.4,75.8,59.8,0.32,5.8
10/12/2017,0,52.7,55.6,58.4,52.7,0.82,3.44
10/13/2017,0,54.3,57.8,61.3,52.8,0.71,4.92
10/14/2017,0,56.2,67,77.8,58.3,1.09,14.63
10/15/2017,0.53,56.7,72.6,88.5,63.6,0.46,24.65
10/16/2017,0,42,52.6,63.2,44.3,0.19,9.32
10/17/2017,0,47.4,57.5,67.5,40.3,1.03,15.69
10/18/2017,0,50.1,60.5,70.8,41,3.14,17.7
10/19/2017,0,53.1,63.9,74.7,46.2,3.02,19.67
10/20/2017,0,55.1,67.4,79.8,50.6,2.42,22.63
10/21/2017,0,54.9,65.7,76.4,51.7,1.91,18.73
10/22/2017,0.1,63,71.5,80,60.8,3.63,16.33
10/23/2017,0.48,51.5,58.3,65.1,54,0.31,3.19
10/24/2017,0.02,51.5,60.8,70.2,42.9,2.22,15.21
10/25/2017,0,38.9,46.1,53.4,33.2,2.04,7.22
10/26/2017,0,40.5,53.7,66.9,37,1.36,15.35
10/27/2017,0,47,61.6,76.3,40.9,4.06,21.64
10/28/2017,0,40,43,46,26.8,3.67,5.6
10/29/2017,0,32.6,36.5,40.3,27.7,0.97,3.31
10/30/2017,0,29.8,41.6,53.5,25.9,0.76,10.59
10/31/2017,0,33.2,42.6,52,29.3,1.86,7.68
11/1/2017,0,31.2,37.8,44.4,27.8,0.71,5.8
11/2/2017,0,39.5,48.4,57.3,47.6,0.11,1.59
11/3/2017,0,46.4,62.4,78.5,55.6,0.21,14.83
11/4/2017,0,45.3,52.1,58.8,46.3,0.64,7
11/5/2017,0,55.9,62.4,68.8,61.1,0.17,5.8
11/6/2017,0.21,43.1,60.4,77.7,53.9,0.35,10.08
11/7/2017,0.15,41.3,44.6,47.9,40.4,0.41,2.84
11/8/2017,0,36.2,43.1,50.1,35.7,1.12,5.11
11/9/2017,0,32.5,42.2,51.8,31.7,0.48,7.03
11/10/2017,0,27.3,42.8,58.3,25.5,0.43,11.05
11/11/2017,0,26.6,33.4,40.3,19.6,1.48,5.01
11/12/2017,0,30.9,40.5,50,29.6,0.81,7.4
11/13/2017,0,40.5,45.1,49.7,40,0.49,2.78
11/14/2017,0,36.7,43.5,50.2,34.7,0.87,5.3
11/15/2017,0.07,38.8,46.3,53.8,39,0.68,6.53
11/16/2017,0,32.1,46.7,61.4,39.4,0.48,9.43
11/17/2017,0,31,38.6,46.2,29.9,0.37,4.92
11/18/2017,0.02,33.9,49,64,48.2,0.32,5.08
11/19/2017,0.21,31,50.9,70.9,37.8,0.57,6.53
11/20/2017,0,29.6,36.2,42.9,21.6,1.44,5.74
11/21/2017,0,33.8,47.5,61.2,28,2.36,13.86
11/22/2017,0,25.3,40.9,56.4,25.6,1.2,9.06
11/23/2017,0,24.6,32.3,39.9,20.1,0.99,4.97
11/24/2017,0,31.6,45.3,59.1,27.1,1.22,12.39
11/25/2017,0,37.7,55.4,73.2,36.7,1.69,20.65
11/26/2017,0,34,47.4,60.8,31.2,1.19,12.61
11/27/2017,0,34.2,48.3,62.3,31.9,1.26,12.94
11/28/2017,0,45.2,58.8,72.4,32.4,4.96,20.23
11/29/2017,0,48.7,60.9,73.2,35.5,6.05,19.2
11/30/2017,0.05,46.8,51.7,56.5,32.9,2.02,10.23
12/1/2017,0,32.3,44.9,57.4,28.8,1.25,10.98
12/2/2017,0,32.9,44.7,56.5,28.9,1.39,10.87
12/3/2017,0,39.3,51.3,63.2,34.8,1.44,12.63
12/4/2017,0,39.1,52.9,66.7,42,1.28,12.6
12/5/2017,0.2,34.4,51.8,69.1,45.6,1.14,10.56
12/6/2017,0,33.7,39.3,44.8,18.5,2.61,6.95
12/7/2017,0,30.1,38.8,47.5,24,1.62,6.56
12/8/2017,0,21.2,27.8,34.4,13.3,1.29,4.04
12/9/2017,0,18.1,28.7,39.3,12.6,0.92,6.13
12/10/2017,0,22.2,29.4,36.7,18.3,0.9,3.83
12/11/2017,0,25.2,39.6,54,23.5,0.78,9.68
12/12/2017,0,32.9,46.3,59.7,27.6,2.08,13.1
12/13/2017,0,25.2,31,36.8,10.1,1.45,5.73
12/14/2017,0,28.2,43.2,58.2,25.7,1.82,11.22
12/15/2017,0,27.4,29.9,32.3,20.2,1.27,2.57
12/16/2017,0,30.5,38.5,46.6,23.5,1.43,6.93
12/17/2017,0,35.7,49,62.3,28.3,2.34,14.22
12/18/2017,0,44.3,49.6,54.9,40.1,0.85,7.18
12/19/2017,0,35.7,45,54.3,38.6,0.23,6.01
12/20/2017,0,36.8,45,53.2,39.2,0.3,3.82
12/21/2017,0,33.8,42.8,51.8,21.8,2.23,9.9
12/22/2017,0,36.1,46.6,57.1,41.4,0.75,6.49
12/23/2017,0.52,34.2,38.4,42.7,33.9,0.25,2.62
12/24/2017,0,27.9,32.6,37.3,23.3,0.49,3.78
12/25/2017,0.08,20.3,23.5,26.8,17,0.38,1.46
12/26/2017,0,16.5,23.1,29.7,14.6,0.74,2.76
12/27/2017,0,6.4,10.7,15,3.1,0.59,1.01
12/28/2017,0,2.7,8.7,14.6,-1.3,0.44,1.58
12/29/2017,0,9.5,15.7,21.8,7.1,0.49,1.84
12/30/2017,0,18.6,22.8,26.9,17.6,0.4,1.77
12/31/2017,0,7,13.5,20.1,0.8,0.72,1.75
1/1/2018,0,-3.9,4.3,12.5,-3.4,0.38,1.15
1/2/2018,0,-5,2.5,10.1,-8.9,0.28,1.37
1/3/2018,0,-2.6,9,20.7,-0.5,0.28,2.1
1/4/2018,0,4.3,15.9,27.6,5.3,0.47,2.64
1/5/2018,0,3.4,11.3,19.2,2.5,0.38,2.04
1/6/2018,0,3.3,12.1,20.9,4.5,0.35,1.63
1/7/2018,0,2.7,13.2,23.7,0.3,0.38,2.62
1/8/2018,0.33,23.4,31.4,39.4,26.3,0.04,4.68
1/9/2018,0,30.9,34,37.1,32.8,0.05,0.82
1/10/2018,0,31.3,38,44.6,35.7,0.01,0.69
1/11/2018,0,43.6,51.5,59.3,51.4,0.02,3.59
1/12/2018,0.05,14.3,38.8,63.2,33.1,0.07,4.72
1/13/2018,0,13.4,15.8,18.3,9.2,0.65,0.98
1/14/2018,0,12.1,17.5,22.8,6.5,0.55,2.25
1/15/2018,0.06,17.3,22.3,27.3,16.5,0.28,2.11
1/16/2018,0,0,14.3,28.5,4,0.3,1.49
1/17/2018,0,-0.4,5.5,11.4,-0.6,0.28,0.93
1/18/2018,0,4,14.7,25.5,7.5,0.35,2.3
1/19/2018,0,18.5,32.2,46,14.9,1.26,7.66
1/20/2018,0,27.1,41.1,55.1,23.6,1.32,10.98
1/21/2018,0,32.8,46.1,59.4,38.7,0.12,8.23
1/22/2018,0.83,45.2,56.1,67,52.5,0.07,8.7
1/23/2018,0.01,34.8,47.7,60.6,36.2,0.26,11.26
1/24/2018,0,28.3,32.4,36.6,26.5,0.73,2.21
1/25/2018,0,25.8,34.4,43,25.2,0.37,4.38
1/26/2018,0,30.2,47.6,65,27.8,1.14,16.86
1/27/2018,0,40.1,50,59.8,32.5,1.63,13.49
1/28/2018,0,28.1,42.3,56.5,29.3,0.62,11.22
1/29/2018,0,26.8,41.1,55.4,25,0.74,11.66
1/30/2018,0,17.1,25.1,33.1,17.2,0.43,2.98
1/31/2018,0,18.2,28.9,39.5,16.7,0.48,5.23
2/1/2018,0,36.8,47.9,58.9,29.4,1.62,11.53
2/2/2018,0,12.9,26.6,40.4,8.8,0.95,3.57
2/3/2018,0,12.2,21.8,31.5,5.5,0.96,4.2
2/4/2018,0,26.5,36.2,45.9,17.8,1.11,8.13
2/5/2018,0,7.4,21.8,36.1,13.2,0.37,2.15
2/6/2018,0,7.2,18.7,30.3,14.5,0.27,3.01
2/7/2018,0,17.3,22.4,27.4,14.5,0.53,2.22
2/8/2018,0,16.8,25.5,34.2,14.6,0.62,3.51
2/9/2018,0,17.7,33.2,48.8,24.7,0.53,7.71
2/10/2018,0,25.2,41,56.7,25.9,0.64,10.26
2/11/2018,0.03,20.4,23.6,26.9,21.3,0.12,1.05
2/12/2018,0,14.3,20,25.7,17.7,0.2,1
2/13/2018,0,14.5,25.9,37.4,17.3,0.36,4.29
2/14/2018,0.08,22.9,34.6,46.2,30.4,0.18,5.18
2/15/2018,0,41.6,54.1,66.6,50.5,0,8.88
2/16/2018,0.25,37.4,59,80.5,50.5,0.19,22.62
2/17/2018,0.04,29.7,35.2,40.7,24.8,0.84,4.64
2/18/2018,0.12,25.5,34.6,43.6,31.5,0.05,2.18
2/19/2018,0.02,32.9,46.1,59.3,37.5,0.73,9.15
2/20/2018,1.06,58.3,64.1,69.8,58.6,0.4,8.62
2/21/2018,1.54,29.6,49.7,69.8,46,0.2,7.58
2/22/2018,0.16,27.7,30.6,33.4,29.8,0.03,0.57
2/23/2018,0.14,33.9,40,46.2,40,0.08,0.71
2/24/2018,1.77,39.7,44.2,48.7,42.2,0.08,2.12
2/25/2018,0.55,34.8,44.4,54.1,43.8,0,2.13
2/26/2018,0,30.9,42.1,53.3,28.8,0.44,9.29
